crc,rndinten,expinten
138170360,.00011424654,.29349938
138170416,.0044849752,.092689492
138203580,.0033089991,1
138232242,.0034954036,.16302562
138236817,.01251216,.14479516
138239225,.00045908723,.71752632
138248447,.00005662514,.055870138
138263305,.00090030278,.12821007
138268472,.023901209,.079670697
138271436,.00076335878,.54452926
138293512,.00024850812,.59984303
138297230,.0076875049,.52939528
138297396,.0042199404,.32520041
138298807,.000081512451,.47699901
138299113,.0057608443,.3766264
13829948X,.017788786,.54649854
138299578,.0020083988,.10083222
138299594,.0071448986,.92874157
138299877,.00018504811,.25453368
138300014,.031940062,.50370663
138302319,.000019238169,.039630625
138346856,.00099850225,.31952071
138358603,.00018739597,.37980753
138372640,.0070422534,1
138391294,.0010479434,.12051349
138400779,.014930326,.045620438
138411347,.003296789,.23768093
138414361,.00044444445,.15042736
138471411,.000350708,.5487265
138476538,.00074074074,1
13847804X,.0047120419,1
138488686,.00016291469,.77784359
13851352X,.0003567182,.64328182
138539383,.024449274,.013488723
138545636,.00012853471,.56005144
138551657,.0019267823,.35867542
13855433X,.00074024225,.17900404
138563180,.0046962737,.061255742
138577478,.02384302,.59444648
138583958,.0010673536,.29849097
138584950,.0027563891,.30458099
138587270,.0060983123,.15187262
138594251,.00047969996,.21869957
138617863,.015976228,.012248441
13865017X,.0055704378,.30585891
138654234,.0050715138,.37113225
138667801,.0009654063,.96588898
138670074,.046473902,.64170247
138676134,.00068248122,.99222273
13867813X,.0018598884,.01549907
138678543,.0031026993,.57006931
138689779,.0048945993,.47427553
138693049,.0024299368,.46978778
138695191,.0057562524,1
138706620,.00019894064,.23872878
138714428,.0014515381,.095949195
138720190,.0022555841,.055950202
138724829,.013107749,.59068596
138728221,.00056395796,.0015380671
138728512,.00012698119,.0056679789
138728889,.00069715636,.12281483
138733354,.00026532236,.097373307
138738315,.031308629,.096036583
138753865,.0057449252,1
138771748,.00022018055,.14908224
138776258,.0091603054,.55725193
138785058,.0081953639,.1070246
138789614,.0016968925,.042740483
138794843,.0022755854,.4553566
138796793,.0018454441,.10380623
138802049,.00079281186,.23863636
138809195,.00026763012,.13113877
138811957,.0079898797,.70044613
138813530,.029268293,.32752612
138826358,.01491228,.38070175
138834681,.0085642319,1
138861030,.00073870923,.91509092
138881541,.0083657587,.25826848
138975847,.0014286735,.67869133
138998838,.00053423992,.74774164
139000814,.0025084389,.13074851
139004508,.0060761394,.12784198
139005543,.011280862,.12751937
139005949,.0045305965,.097606115
139008357,.0028914909,.1632911
139146856,.0017950203,.06658946
139318814,.001004016,.41516066
139430531,.00011108643,.23872472
139431825,.00085241708,.67077029
139431972,.0051443158,.94305909
139432406,.000099760575,.96125966
139432975,.0015719093,.63510674
139433337,.0022718296,.24007297
139434655,.0021168629,.14318851
139452917,.00043762792,.0051262439
13945316X,.00036585747,.94666147
139453549,.00040060453,.19475754
139885106,.010705324,.1474013
139885165,.014582253,.42000046
139950799,.0027857195,.0036654205
139985676,.00030471614,.66630101
140030033,.004406827,.34433207
140132910,.016346015,.044119775
140133497,.00035442141,.23444976
140226589,.0084852185,.092183419
140230238,.032423813,.017186392
140231038,.021801606,.67010206
140292199,.0039416058,1
140293263,.00030721966,.27035332
140301921,.0038095238,.32028571
140321367,.0037885485,.0039148335
140321420,.001355787,.24211502
140327881,.013594873,.12915128
140334096,.0070422534,.22535211
140334571,.0019364833,.036793184
140351304,.00033653039,.93151605
140361692,.00615574,.016866729
140466996,.0095652174,.86956519
140472456,.0035555556,.44444445
140512980,.0031678986,.52798313
14052368X,.0038659794,.9974227
140538267,.0019329897,.14413659
140552739,.0014726411,.64756322
140555358,.00070546736,.76331568
140590153,.00081866555,.35652885
140593100,.0051669315,.14348172
140599895,.0045913681,.56795228
140601510,.0071193865,.74151152
14060747X,.0027149322,1
140613466,.011627907,.055303462
140613853,.0005586592,.31261638
140618101,.0091915429,.20457534
140654524,.00014187847,.011532693
140657354,.000037311343,.14737982
14066620X,.002051282,.40170941
14068407X,.0019115586,1
14068730X,.0019104934,.36776999
140698172,.0040016007,.025210084
140710557,.0010932375,.044002812
140710629,.00049571448,.30185813
140710637,.0022382685,.0006465328
140710880,.00084233383,.9159351
140714451,.0075044902,.41547224
140716633,.0061896541,.15974547
140731809,.0015635858,.24635163
140754189,.002091164,.085776903
140755624,.027980017,.029381301
140755667,9.9255585e-06,.0013101737
140761944,.0010499359,.025608195
140799723,.015835855,.028428527
140825661,.0049751243,.0099502485
140832618,.000034140179,.5182479
140862139,.0062986477,.50533772
14090030X,.0020969056,.68403912
140937102,.00096854341,.70157284
140951107,.0014880392,.19964212
140955319,.0023210831,.36750484
140955589,.0096217655,.89017916
140970471,.0041367901,.79950356
140970498,.0020308506,.17631891
140981584,.0050704223,.82028168
14098737X,.0012308534,.31550875
141004355,.0058546667,.22586384
14100542X,.0042365869,.8145169
141046344,.0038461538,1
141070029,.00015035333,.19180073
141077378,.0022111242,.14879341
141083444,.00076530612,.15446429
