crc,indtype,rndinten,expinten
102133111,3210,0,0
102133699,2671,0,0
102133939,1724,0,0
102135942,2740,0,0
102136312,3410,0,0
102136427,3782,0,0
102136654,3070,0,0
102137227,3511,0,0
102137577,3121,0,0
102137972,2230,0,0
102138617,1314,0,0
102139265,3725,.0095403511,0
102140231,2311,0,0
102140960,2224,0,0
102142325,3525,0,0
102144232,1342,0,.0059136604
102144478,3531,0,0
102144849,4024,0,0
102144873,2130,0,0
102145032,3531,0,0
10214585X,2319,0,0
10214622X,3090,0,0
102146852,1775,0,0
102147505,3469,0,0
102147927,1413,0,0
10214825X,3732,0,0
102148276,3569,0,0
102148516,4212,0,0
102149287,1413,0,0
10214972X,4022,0,0
102149754,2619,0,0
102150130,3129,0,0
102150210,3525,0,.14811158
102150253,3110,0,0
102151416,3139,0,0
102151635,2190,0,0
102151870,1952,0,0
102152064,3090,0,0
102152902,3121,0,0
102153825,2672,0,0
102153999,3677,0,0
102155142,4027,0,0
102155214,3521,0,0
102155425,3571,0,0
102155564,3714,0,0
102155708,2720,0,0
102155740,1924,0,.20316921
102156057,3121,0,0
102157164,3410,0,0
102158124,3420,0,0
102158669,4041,0,0
102161737,2110,0,0
102162238,3714,0,0
102162836,1522,0,0
10216345X,3531,0,0
102163484,2672,0,0
102163548,3190,0,0
102163601,4024,0,0
102163695,2661,.00144397,.074883506
102163847,3134,0,0
102165105,2672,0,0
102165260,3714,0,0
102165383,1911,.02131783,0
102165826,3110,0,0
102166095,3727,0,0
102166159,3727,0,0
102166423,1522,0,0
102166722,2812,0,0
102167020,4092,.011747292,0
102168090,2730,0,0
102168488,1452,.000065830616,0
102168525,3714,0,0
102169413,3782,0,0
10216978X,3713,.0041951439,0
102170094,3679,.039196428,0
10217014X,3410,0,0
102170457,3532,0,0
102170625,1414,0,0
102170852,3531,.0071108583,0
102170895,1497,0,0
102171513,4160,0,0
102171601,3535,0,0
102172057,3465,0,0
102172276,4259,0,0
102172524,3713,0,0
102173332,3523,0,0
102173420,2110,0,0
102173834,1451,0,.018805785
102174749,3716,0,0
102176365,3782,0,0
102176912,3727,0,.016974794
102176971,3040,0,0
102177173,2652,.0084146755,0
102177333,2930,0,0
102178854,2319,.011327314,0
102180591,3782,0,0
102180823,3531,0,0
102180874,4029,0,0
102181092,3590,0,0
102181885,3469,0,0
10218199X,2311,0,0
102183725,1412,.014279159,.34092996
102184015,1499,0,0
102185974,2413,0,0
102187558,4069,0,0
102187793,3121,0,0
102188024,1790,0,0
102190271,3070,0,0
102190976,1412,0,.10244872
102192488,1390,0,0
102192816,1453,0,0
10219335X,4024,0,0
102193384,3142,0,0
102193560,1810,0,0
102194184,3410,0,0
102194504,2652,0,0
10219554X,2659,0,0
102195742,3311,0,0
102196446,3590,0,0
102197609,2319,.0015929536,0
102198329,2730,.0057828482,0
102198353,3613,.029881136,0
10219888X,4357,0,.034722224
10220176X,4119,0,0
102205007,3782,0,0
10220651X,4190,.0038263036,0
102206915,4065,.0031199085,0
102207774,2617,0,0
10220790X,1412,0,0
102209390,2311,0,0
102210199,3623,.010768739,0
102210922,3090,0,0
102212696,3782,0,0
102215926,2319,0,0
102220960,3782,0,0
102224216,3489,0,0
102224443,3782,0,0
102224486,4229,0,0
102225868,2681,0,0
102226860,2710,0,0
102230499,4213,0,0
102232267,4119,0,0
10223377X,2311,0,0
102234238,2311,0,0
102234318,3442,.0073403302,0
102234545,2319,0,0
102236946,4024,0,0
102236962,1313,0,0
102237228,3161,0,0
102241630,1923,0,0
102244188,2990,0,0
102247223,2311,0,0
102249368,1412,0,0
102255880,3131,0,0
102266600,2824,0,0
102267009,2319,0,0
102270933,2230,0,0
102276083,2319,0,0
102276147,4021,0,0
102276155,4024,0,0
10227618X,2659,0,0
102276390,2319,0,0
102276446,2652,0,0
102276542,3410,0,0
102276606,3671,0,0
102277211,3590,0,0
102277553,3171,0,0
102278724,1390,0,0
102279073,1782,0,1
102279866,3169,0,0
102280808,1341,0,0
102280816,3050,0,0
102281464,3410,0,0
102281616,3450,0,0
102282037,3121,0,0
102284358,1723,0,0
102285211,4069,0,0
102285764,1781,0,.957232
102285959,3410,0,0
102286513,3654,.00088183419,0
102286628,3169,.031750973,0
102287399,4080,0,0
102287698,3511,0,0
102288375,3511,0,0
102288578,1522,0,0
10228864X,3030,0,0
10228880X,2672,0,0
102288949,1810,0,0
102289159,3566,0,0
102289204,3513,0,0
102289431,1342,0,0
102290061,2319,.01507159,0
102296340,2672,.033506326,0
102297247,2319,0,0
102297802,3565,0,0
102297829,2730,0,0
102297984,2730,0,0
102298952,3410,0,0
102299015,4391,0,0
102299605,3782,0,0
102300346,3090,0,.78919744
102300936,1810,0,.84469521
102301197,3568,0,1
102301875,3678,0,0
102301891,4228,0,0
102302851,1390,0,0
102302915,2652,.023642007,0
102304662,3689,0,0
102304806,2319,0,0
102304814,2110,0,0
102305120,3410,0,0
102305622,2311,0,0
102307142,2311,0,0
102308380,3529,0,0
102308807,3483,0,0
102309551,2319,0,0
102313024,3782,0,0
102314158,1810,0,0
102317826,3450,0,0
102319952,3463,0,0
102321884,3611,0,.024679989
102322297,3541,0,0
102326263,3782,0,0
102328146,3642,0,0
102330131,2530,0,0
102330932,3435,0,.4803187
102331804,2629,0,0
102331919,3121,0,0
102334722,2677,0,0
102334976,3533,0,0
102335880,3190,0,0
102336293,2311,0,0
10233639X,2611,0,0
10233655X,3489,0,0
102337325,3240,.0064031356,0
10233823X,4318,0,0
102338272,2720,0,0
102339427,2110,0,0
102342028,3782,0,0
102342386,2652,0,0
102343418,3110,0,0
102346117,3030,0,0
102348665,3521,0,0
102348761,2031,0,0
10234877X,2530,0,0
102348825,1810,0,0
102348868,4213,.034083162,0
102350423,1412,0,0
102350757,1342,0,0
102351020,2730,0,0
10235132X,3121,0,0
102353034,3590,0,0
102357932,1810,0,0
102372497,2730,0,0
102374660,2520,0,0
102375428,3153,0,0
102376914,1449,0,0
102377036,3571,0,0
102378848,3465,0,0
102379736,2110,0,0
102380681,2672,0,0
102381828,1550,0,0
102382062,4314,0,0
102382097,4024,.0038890981,0
102382636,2671,0,0
102383356,3181,0,0
102384279,3312,0,0
102385079,4312,0,.24414635
102385482,3571,0,0
102385597,4024,0,0
102385634,3511,0,0
102386119,4319,0,0
102386223,2672,0,0
102387306,4119,0,0
102388026,3465,0,0
102388405,2311,0,0
102389299,1360,0,0
102392201,2651,0,0
102393669,3642,0,0
102394776,2740,0,0
102396325,1810,0,0
102396923,4027,0,0
102398072,4024,0,0
102398398,3625,.0043435744,.01845384
102398734,1342,0,0
102399016,2659,0,0
102399593,2672,0,0
102401446,2990,0,0
102403193,3110,0,0
102404348,1412,0,0
102412276,2312,0,0
102414191,3571,0,0
102415047,4153,0,0
102417464,1810,0,0
102418272,4024,0,0
102419208,3536,0,0
102421068,3010,0,0
102421519,3511,0,0
102421682,3571,0,0
102422730,3420,0,0
102422968,1314,0,0
102423442,3572,0,0
102423653,3465,0,0
102424269,1810,0,0
102424592,2230,0,0
102425835,2311,0,0
102426520,1790,0,0
102426926,3465,0,0
102426942,3420,0,0
102428665,3410,0,0
102429967,1414,0,0
102430933,3121,.00041114664,0
102431522,1810,0,0
102433886,1411,0,0
102436091,3420,0,.87338609
102440058,2710,0,0
102445844,3434,0,0
102447655,2311,0,0
102449132,2230,0,0
102450715,1711,0,0
102451021,2730,0,0
102451427,2730,0,0
102451662,3727,0,0
102451865,1742,0,0
102452593,4073,0,0
102453254,2740,0,0
102453334,2110,0,0
102453406,3489,0,0
102453414,3571,0,.44810349
102453449,3181,0,0
102453705,2624,0,0
102453801,3410,0,0
102454863,2681,0,0
102455428,2190,0,0
102455655,1810,0,0
10245584X,3571,0,0
102456156,3090,0,0
102456180,3010,0,0
102456359,3536,0,0
10245701X,4024,0,0
102457511,1314,0,0
102457618,3465,0,0
102457933,2221,0,0
10245875X,3625,0,0
102459621,3716,.0082222223,0
102459875,1810,0,0
102460016,3131,0,0
102460024,1313,0,0
102460083,3133,0,0
102460534,3571,0,0
102460868,2190,.0008925384,0
102462046,2311,0,0
102462417,3181,0,0
102463225,2230,0,0
102463380,3727,0,0
102463735,2230,0,0
102464228,2221,0,0
102464885,2311,0,0
102465124,3431,0,0
102465351,3727,0,0
102466434,2659,0,.0053582508
102466514,3571,0,0
102466602,3531,0,0
10246691X,2110,0,0
102466979,3571,0,0
102467082,2622,0,0
102468181,3439,0,0
102468296,2311,0,0
102468472,2311,0,0
102468608,2671,.0045774649,0
102469504,2311,0,0
102469619,2662,0,0
102469635,3470,0,0
102469651,1810,0,0
102469774,3135,0,0
102470193,2311,0,0
102471217,3136,0,0
102471559,3131,0,0
102473001,1451,.0017940199,0
102473247,3726,0,0
102473378,2530,0,0
102474039,3020,0,0
102474549,2659,0,0
102474688,3131,0,0
102475111,3465,0,0
102475349,4021,0,0
102475840,3465,.0018606855,0
102476157,2311,0,0
102476165,3470,0,0
102476296,2312,0,0
102478208,1314,0,0
102478937,3571,0,0
102479518,2710,0,0
102479729,3123,0,0
102480439,3465,0,0
102480615,2311,0,0
102481263,2730,0,0
102482311,1415,0,0
102483576,3531,0,0
102484958,4041,0,0
102485061,3725,0,0
102485299,3727,0,0
102485563,1810,0,0
102486291,3121,0,0
102487120,4318,0,.15257841
102487497,1722,0,0
102487518,4041,0,0
102487817,2311,0,0
102487972,3131,0,0
102488246,2440,0,1
102488262,3131,0,0
102488270,3131,0,0
102488967,1341,0,.50767088
10248910X,3121,0,0
10248961X,3131,0,0
102489724,1742,0,0
10248996X,3123,0,0
102490098,1810,0,0
102490127,1810,0,0
102490151,1810,0,0
102490303,3465,0,0
102490469,1782,0,1
102490485,1921,0,.89949751
102491066,3542,0,0
102491111,3383,0,0
102491314,1810,0,0
102492288,3469,0,0
102492448,2619,0,0
102492536,3442,0,0
102493846,3110,0,0
102493854,1512,0,0
102494494,3141,0,0
102494590,2667,0,0
102494937,4024,.0052083335,0
102495702,1810,0,1
102495796,3465,0,0
102496262,4316,0,0
102496289,4024,0,0
102496326,2312,0,0
102496393,4316,0,0
102496430,1782,0,.95200002
102496457,1782,0,.82476056
102496537,1722,0,0
102496908,3020,0,0
102497265,3571,0,0
102497898,1782,0,1
102498217,4024,0,0
10249833X,3159,.021014493,0
10249905X,2652,0,0
102499113,3499,0,0
102499199,1810,0,0
102499500,3782,0,0
102500890,3450,0,0
102501754,1312,0,0
102504680,4024,0,.46799782
102505405,1491,0,0
102505907,3495,0,0
102506504,3465,0,0
102506512,3782,0,0
102506731,3615,0,0
102507152,2311,0,0
102507187,3740,0,0
102508454,4043,.013182789,0
102508569,3123,0,0
102508956,2440,0,.96623904
102509289,3123,0,0
102509393,3142,0,0
102509430,3782,0,0
102509553,1810,0,1
102509561,1810,0,1
102509625,3727,0,0
102509764,3381,0,0
102510036,2720,.020417258,0
102510060,1810,0,.98258585
102510087,1782,0,0
102510140,1810,0,1
102510271,3030,0,0
102510386,3782,0,0
102511696,4073,0,0
102511717,3070,0,0
102512373,1830,0,0
102512402,2130,0,0
102513667,2730,0,0
102513878,2633,.0019681898,0
102514002,3714,.0028571428,0
102514010,3141,0,.14667496
102514475,2311,0,0
102515638,1810,0,0
102515662,2829,0,0
10251589X,2311,0,0
102516171,2190,0,0
10251749X,3240,0,0
102517713,1492,0,0
102517764,3487,0,0
102517828,2440,0,.8830415
102518206,3465,0,0
102518273,4160,.0030506407,0
102518548,1782,0,.62402022
102518636,3121,0,0
102518820,3521,0,.3410657
102519188,1810,0,1
102519436,3030,0,0
10251976X,4041,0,0
102520154,1810,0,0
102520277,1810,0,0
102520285,3442,0,0
102520357,2230,0,0
102521210,2011,0,0
102521288,1314,0,0
102522045,2130,.0096735191,0
102522213,2230,0,0
102522440,2110,0,0
102522731,1810,0,.98481262
102523283,1810,0,.96490282
10252346X,3442,0,0
102523996,3134,0,0
102524120,1341,0,0
102524219,1341,0,0
102524315,1810,0,1
102524702,1743,0,0
102524788,1810,0,0
102525123,1523,0,0
102525369,1810,0,1
102526011,3030,0,0
102526249,3110,0,0
102526580,3465,0,0
102527073,3123,0,0
102527276,3410,0,0
102527532,1810,0,.98419631
102527882,2710,.00053469976,0
102528359,3141,0,.42793447
102529095,2652,0,0
102530475,3260,0,0
102530555,3121,0,0
102530643,3121,0,0
102531363,3629,0,0
102531398,2710,0,0
102531507,3020,0,0
102531726,4119,.097980462,0
102531806,4316,.0010416667,0
102531830,4223,0,.30198336
102531881,1810,0,.99857581
102531945,2110,0,0
102532307,4041,0,0
102535604,2312,0,0
102537239,2730,0,0
102537845,3681,0,0
102538098,1342,0,0
102539680,2311,0,0
102543161,2190,0,0
102545335,3569,0,0
102545706,2230,0,0
102546370,3482,0,0
102548237,1782,0,0
102548595,1810,0,.84971881
102549520,3410,0,0
102551065,3465,0,0
102551540,3135,.016565545,0
102551807,1810,0,.92723495
102552973,3410,0,0
102553394,3121,0,0
102553941,3410,0,0
102554629,2671,.0090378458,0
102555613,1523,0,0
102556712,3420,0,0
102557643,2012,0,0
102557870,3121,0,0
102560738,2221,0,0
102561079,2230,0,0
102562426,3642,0,0
102562899,1721,0,0
102562936,3782,0,0
102566590,3110,0,0
102582128,3725,0,0
102582320,3567,0,0
102582611,1742,0,0
102583120,3159,0,0
102583550,2675,0,0
102584641,4392,0,0
102584799,3782,0,0
102585046,1498,0,0
102585695,4024,0,0
102585767,2672,0,0
102585820,1434,0,.94571429
102585927,3139,0,0
102586604,3090,0,0
102586639,1782,0,0
102586719,4312,0,0
102587025,3617,0,0
102587105,4041,0,0
102587279,3727,0,0
102587594,2615,0,0
102588052,1723,0,0
102588087,1312,0,0
102588298,1420,0,0
102589418,3110,0,0
102589581,3133,.0020000001,0
102589952,2230,0,0
102590072,2652,0,0
102590849,2930,0,0
10259097X,3529,0,.0017943443
102591091,1782,0,.049901567
102591681,1790,0,0
102591972,2990,0,0
102592473,2031,.0036248302,0
102592844,1810,0,.041322313
102593548,1919,0,1
10259417X,1315,.00019748211,0
102594399,2311,0,0
102594428,1342,0,0
102594639,2311,0,0
102594735,3131,0,0
102594778,3131,0,0
102595105,3121,.005812264,0
102595877,4041,0,.08719442
102596116,3090,0,0
102596992,3465,0,0
102597290,3080,.00046630917,0
102597610,3040,0,0
102597805,3511,0,0
102597960,3642,0,0
102598736,3442,.0015617859,0
102599114,3030,0,0
10259919X,4312,0,0
102599202,3080,0,.59051549
102599827,3030,0,0
102599843,3442,0,0
102599894,3131,0,0
102599915,3442,0,0
102599958,3131,0,0
102600189,4160,0,0
102601384,1522,0,0
102601501,1312,0,0
10260194X,1810,0,.58252436
102602301,1810,.00083333335,0
102602715,2440,.0034403671,.82912844
102602950,4392,0,0
102603486,4392,0,0
102606353,3070,0,0
102606505,3121,0,0
102608391,2311,0,0
102608658,2312,0,0
102608770,3030,0,0
102608850,3469,0,0
102608893,3040,0,0
102608949,3463,0,0
102608973,3040,0,0
10260899X,3321,0,0
102609095,2981,0,0
10260928X,3442,0,0
102610184,1952,0,0
102611611,1523,0,0
102612606,4041,0,0
102613609,1492,0,0
102613756,3050,0,0
102613828,3571,0,.038043477
102614054,2730,0,0
102614396,3442,0,0
102616105,1512,0,0
102616172,3090,0,0
10261672X,4212,0,0
102618282,2319,0,0
102619007,3727,0,0
102619699,3050,0,0
102619971,3410,0,0
10262018X,2230,0,0
102621174,3782,0,0
102621799,2319,0,0
102622011,4130,0,0
102623161,3169,0,0
102623188,3652,0,.21966839
102623479,3487,0,0
102623524,2671,.01172966,0
102623735,2672,0,0
102625204,2311,0,0
10262587X,3121,0,0
102625984,3169,0,0
102626186,4215,0,0
102626207,1415,0,0
102626389,2312,0,0
102627066,3131,0,0
102627138,3410,0,0
10262720X,3121,0,0
102628827,3131,0,0
102629061,3677,0,0
102630038,3123,0,0
10263045X,3714,0,0
102632404,2311,0,0
102632826,2659,0,0
102635146,3147,0,0
102635322,3781,0,0
102636376,3727,0,0
102636421,3580,0,0
102637467,1313,0,0
102639884,2730,0,0
102640615,1890,0,1
102642063,3123,.00074094656,0
102642071,1314,0,0
102643808,2730,.000035931156,.058100678
102643891,1712,0,0
10264427X,3533,0,0
10264443X,2230,0,0
102644552,3569,0,0
102645352,3420,0,0
102645483,4318,0,0
102645782,1441,0,0
102646101,2311,0,0
102646398,3240,0,0
102647059,1810,0,.98130959
102647374,3133,0,0
102649097,2230,0,0
102649425,3124,0,0
102649492,2311,0,0
102651082,3679,0,0
102651269,3131,0,0
102651285,2681,0,0
102651365,2230,0,0
102651453,4260,0,0
102651680,2311,0,0
102652026,3571,0,0
10265374X,4392,0,0
102654398,2652,0,0
102655729,3050,0,0
102655868,1317,0,0
10265702X,1342,0,0
102657601,1342,0,0
10265796X,1314,0,0
102659316,2671,.0019518542,0
102660181,2230,0,0
102660632,3123,0,0
102661192,2221,0,0
102661256,1321,0,0
102662515,1314,0,0
102663083,3526,0,.13662496
102663155,2312,0,0
10266377X,2221,0,0
102664027,3131,0,0
102664035,2619,0,.35399088
102664211,3090,0,0
102664529,2681,0,0
102665636,3465,0,0
102666452,3569,.0082125608,0
102667359,1314,0,0
102667551,3123,0,0
102668212,1522,0,0
102671788,3564,0,.91215038
102672465,4319,0,0
102672473,2652,0,0
102673038,1810,0,.90495157
102673580,3727,0,0
102673871,3465,0,0
102674276,3463,0,0
102677151,4172,0,0
10267740X,4190,.013024404,0
102677688,4211,0,0
102679392,3782,0,0
102680617,3442,0,0
10268145X,1491,0,0
102683287,1342,0,0
102683391,2664,0,0
102683463,3136,0,0
102684124,3566,0,.80171055
102684431,1314,.0070312498,0
102686867,2311,0,0
10268719X,3678,0,0
102687317,3133,0,0
102689435,3050,0,0
102690209,3580,0,0
102692263,3715,.00062158128,0
10269391X,4049,0,0
10269615X,1810,0,0
102696387,3121,0,0
102697144,3719,.024987902,0
102698112,2624,0,0
102699019,2652,0,0
102699254,4024,0,0
102699836,3311,0,.23911023
102699924,4229,.069005132,0
102699932,3410,0,0
102701289,4190,0,0
102703591,2110,0,0
10270376X,4027,0,0
102704682,3782,0,0
102705036,3182,0,0
102705132,2130,0,0
102705327,3149,0,0
102706768,1414,0,0
102707648,3410,0,0
102707787,4312,0,0
102709889,3090,0,0
102711479,3410,.0045386837,0
102712295,2311,0,0
102714514,2312,0,0
102714637,2730,0,0
102716990,2411,0,0
102717272,3647,0,0
102717379,2910,0,0
102717432,4111,0,0
102717491,2653,0,0
102717520,2671,0,0
102717539,3679,0,0
102717547,2423,0,0
102717598,3442,0,0
102717686,2110,0,0
10271774X,1790,0,0
10271803X,4027,0,0
102718216,1810,0,0
102718443,1312,0,0
102718689,2740,0,0
102719649,3410,0,0
102721140,3511,0,0
10272128X,3649,0,0
102721685,1810,0,0
102722186,3561,.0015461526,0
10272232X,3642,0,0
102722469,3782,0,0
102722645,3381,0,.20069037
102722696,2671,0,0
102723306,3131,0,0
102723541,2822,0,0
102724632,1810,0,0
102725440,4243,0,0
102725504,3654,0,0
102725598,2311,0,0
102725977,3131,0,0
102726048,1810,0,.14349034
102726101,3410,0,0
102726128,3131,0,0
102726152,3131,0,0
102726507,2520,0,0
102728190,2311,0,0
102728756,3110,0,0
102730370,3141,0,0
102730880,3110,0,0
102730936,3110,0,0
102731015,3110,0,0
102731859,3110,0,0
102732333,3090,0,0
102732456,3110,0,0
102732472,3110,0,0
102732560,2530,0,0
102732958,3531,0,0
102733192,3110,0,0
102733539,3090,.022950385,0
102733571,3110,0,0
102733782,3110,0,0
102733889,2654,0,0
102734064,3110,0,0
102734179,3110,0,0
102737169,3020,0,0
102737273,2221,0,0
102741926,2671,0,0
102745097,3110,0,0
102745265,1511,0,0
102746241,2221,.0030816642,0
10274625X,2221,0,0
102746604,3123,0,0
102746698,3110,0,0
102746815,3123,0,0
102746866,1342,0,0
102746874,3182,0,0
102747244,2230,0,0
102747279,3110,0,0
102747340,3681,0,0
10274748X,3727,0,0
102749397,3131,0,0
102749928,1341,0,.19526881
102750208,1445,0,0
102750347,3571,0,0
102750793,2221,0,0
102751577,3090,0,0
102754188,2652,0,0
102754436,3782,0,0
102754938,3134,0,0
102755797,2663,0,0
102756052,4021,0,0
102756204,3020,0,0
102756861,3523,0,0
10275716X,2629,0,0
102757397,1719,0,0
102757506,1810,.00025448069,.9525212
10275759X,3590,0,0
102758007,3442,0,0
102759851,1314,0,0
102760035,2611,.00079314719,0
102760481,3070,0,0
102760529,2651,0,0
102760764,2672,0,0
102761820,2520,0,0
102762647,3782,0,0
102764677,4024,0,0
